SF Link,Account Name,Status,Combined Activation Status,BW Plan,Monthly Spend,EC Customer,Signal,Website,City,State,Zip,Phone,Customer Type,Active Students,Billing Active (L30D)
001PB00000Q6ua3YAB,Water Street Head Start,Prospect,Onboarding,,,No,Name,www.glcac.org,Lawrence,Massachusetts,1841,(978) 681-4924,,,
001PB00000Q6ua4YAB,Water Street Head Start,Prospect,Onboarding,,,No,Name,www.glcac.org,Lawrence,Massachusetts,1841,(978) 681-4924,,,
001PB00000OAi3bYAD,Wayland Head Start,Prospect,Onboarding,,,No,Name,,Wayland,MI,49348,2697928010,,,
001PB00000Mp26QYAR,Wayne Metro Head Start - Garden City,Prospect,Onboarding,,,No,Name,waynemetro.org,Garden City,MI,48135,7346761378,,,
001PB00000blIx7YAE,Western Egyptian Head Start,Prospect,Onboarding,,,No,Name,https://immanuelwaterloo.org/,Waterloo,Illinois,62298,6189398715,,,
001Rd000002QsekIAC,Westside Head Start,Prospect,Onboarding,,,No,Name,https://westsiderec.com/activity-schedule,Jackson,MS,39209,6019220542,,,
001Rd000002QsejIAC,Westside Head Start,Prospect,Onboarding,,,No,Name,https://westsiderec.com/activity-schedule,Jackson,Mississippi,39209,16019233940,,,
001Rd0000086w4kIAA,Whitwell Head Start,Prospect,Onboarding,,,No,Name,,Whitwell,TN,37397,4236587544,,,
001PB00000OAakNYAT,Winner Headstart Center,Prospect,Onboarding,,,No,Name,,Winner,SD,57580,16057472391,,,
001Rd000002QrUAIA0,Y in Central Maryland Baltimore County Head Start,Prospect,Onboarding,,,No,"Name, Website",https://ymaryland.org/headstart,Baltimore,Maryland,21234,443-992-9028,,,
001Rd00000BvDqFIAV,Ydi Westside Head Start,Prospect,Onboarding,,,No,Name,http://www.ydinm.org/,Albuquerque,NM,87105,5055084625,,,
001Rd00000706XeIAI,ZACHARY ELEMENTARY (LISD) HEAD START,Prospect,Onboarding,,,No,Name,laredoisd.org,LAREDO,TX,78046,9562734965,,,
001Rd000002RpjdIAC,Zion Head Start Center,Prospect,Onboarding,,,No,Name,http://N/A,Dayton,OH,45406,9372752197,,,
0013u00001bQHtzAAG,(HeadStart) VOA/LOS COLORES,Inactive Prospect,Onboarding,,,No,Name,www.voala.org/services/children.htm,HARBOR CITY,CA,90710,3103474680,Non-Target,,
001Rd000005Eg9PIAS,[Fallon] Inter-Tribal Council of Nevada Head Start - Location 5,Inactive Prospect,SaaS Only Activated,Inactive,,No,Name,,,,,,Multi-Site Child,8,
0013u00001UcFQgAAN,[Lily] Tri-County Head Start Center,Inactive Prospect,Onboarding,Inactive,,No,Name,www.tricountychildandfamily.org,Waterloo,IOWA,50703,319-287-4104,Multi-Site Child,6,
0013u00001NOZSFAA5,A.L. Lewis Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",https://www.lsfnet.org/children-families/head-start/,Jacksonville,Florida,32208,(904) 503-9174,,,
0013u00001kHK0QAAW,ABC Headstart,Inactive Prospect,Onboarding,Free,,No,"Name, Website",abcheadstart.org,Edmonton,Alberta,T5B 1R1,7806914273,,2,
0013u00001cUtPUAA0,ABCD HEAD START,Inactive Prospect,Onboarding,,,No,Name,www.bostonabcd.org,Dorchester,Massachusetts,02121-3860,7815103728,,,
0013u00001NNfC8AAL,ABCD Head Start @ Liberty Street,Inactive Prospect,Onboarding,,,No,Name,http://www.bostonabcd.org,Everett,Massachusetts,2149,(781) 397-8071,,,
0011I000016ARONQA4,ABCD South Side Head Start,Inactive Prospect,Onboarding,,,No,Name,bostonabcd.org,Hyde Park,Massachusetts,2136,(617) 327-1152,,,
0013u00001LMrEXAA1,ABCD/ Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Massachusetts,,8572862953,Non-Target,,
001PB00000JtPuMYAV,Aboriginal head start,Inactive Prospect,Onboarding,,,No,Name,,,Ontario,,(705) 498-5436,,,
001Rd00000CPsMUIA1,Aboriginal HeadStart Association of BC,Inactive Prospect,Onboarding,,,No,Name,ahsabc.com,,British Columbia,,250-715-3184,,,
001Rd000009v7IwIAI,ABRAM CDC HEAD START,Inactive Prospect,Onboarding,Free,,No,Name,http://www.childcareassociates.org,Arlington,TX,76010,8174590608,,,
0013u00001kQ2xBAAS,Absaroka Head Start,Inactive Prospect,Onboarding,,,No,Name,abshs.org,Worland,Wyoming,82401,(307) 332-5559,Non-Target,,
0013u00001UNzgIAAT,"ACAP, Inc. Head Start AuSable Forks Site",Inactive Prospect,Onboarding,,,No,"Name, Website",http://www.acapinc.org/programs1/head-startearly-head-start/,AuSable Forks,New York,12912,(518)647-5503,,,
0013u00001MXO6vAAH,Acoma Pueblo Headstart,Inactive Prospect,Onboarding,,,No,Name,WWW.PUEBLOOFACOMA.ORG,Acoma,New Mexico,87034,(505) 552-6959,,,
0013u00001aBrt4AAC,"Action Pathways, Inc. - Early Head Start",Inactive Prospect,Onboarding,,,No,Name,actionpathways.ngo,Fayetteville,North Carolina,28306,910-487-9800 x 2118,Non-Target,,
001Rd000006iNgcIAE,Adair Head Start Home Base Program,Inactive Prospect,Onboarding,Free,,No,Name,lindsey.edu,,Kentucky,,2706343229,Non-Target,,
0013u00001P3DDDAA3,Adams County Head Start,Inactive Prospect,Onboarding,,,No,Name,adcogov.org,Council,CO,80601,17205234626,,,
001PB00000UZvgTYAT,Adams County Head Start,Inactive Prospect,Onboarding,,,No,Name,adamscountyco.gov,,Colorado,,303-392-6254,,,
0013u00001dSe6kAAC,Advocap' Head Start,Inactive Prospect,Onboarding,Free,,No,"Name, Website",https://www.advocap.org/head-start.html,Fond Du Lac,Wisconsin,54935,9209227760,,2,
0013u00001MXp8vAAD,Ahuco Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",https://ho-chunknation.com/government/executive-branch/education/head-start-program/ahuco-head-start/,Tomah,Wisconsin,54660,(608) 372-6669,,,
0013u00001VSGhCAAX,Albany County Opportunity Inc Olivia Rorie Head Start,Inactive Prospect,Onboarding,,,No,Name,https://www.albanycap.org/,Albany,New York,12202,(518) 462-5411,,,
0013u00001fb14eAAA,Allison's Infant And Toddler Center,Inactive Prospect,Onboarding,,,No,Website,https://www.allisonschildcare.org/head-start,CHICAGO,Illinois,60619,7739524391,,,
0013u00001eY5fgAAC,Alpha Kids Early Learning Center,Inactive Prospect,Onboarding,,,No,Website,https://www.headstartprogram.us/program/weslaco-ii-head-start-center,Weslaco,Texas,78596,19564639535,,,
0013u00001FijQDAAZ,Alturas Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",headstart4u.org,Greenville,California,95947,(530) 233-4134,,,
0013u00001ms7FmAAI,Ambler Head Start,Inactive Prospect,Onboarding,,,No,Name,wsdbed.org,Ambler,Pennsylvania,19002,2156198104,,,
0013u00001oSE7tAAG,Ambrose Head Start,Inactive Prospect,Onboarding,,,No,Name,,Lexington,Mississippi,39095,6624503306,,,
0013u00001cStYGAA0,Anaconda Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",anacondaheadstart.org,Anaconda,Montana,59711,4065638445,,,
0013u00001PwBolAAF,Andalusia Head Start,Inactive Prospect,Onboarding,,,No,Name,searpdc.org,ANDALUSIA,Alabama,36420,334-881-0181,,,
0013u00001VRtAUAA1,Apisciawasisak Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",headstartpreschool1.com,North Lauderdale,Saskatchewan,33068,13068332626,Non-Target,,
0013u00001XCErxAAH,APM - RIVERA CENTER HEAD START,Inactive Prospect,Onboarding,,,No,Name,apmphila.org,PHILADELPHIA,Pennsylvania,19133,2677736098,,,
0013u000013yCIEAA2,Appleseeds Academy,Inactive Prospect,Onboarding,,,No,Website,edcoe.org/educational-services/child-development-services/programs/head-start,South Lake Tahoe,California,96150-8252,#ERROR!,,,
0013u00001NOG3wAAH,Appling County Head Start,Inactive Prospect,Onboarding,,,No,Name,myactionpact.org,Alma,Georgia,31510,(912) 367-5371,,,
0013u00001UcPsMAAV,Arizona Head Start Association,Inactive Prospect,Onboarding,,,No,"Name, Website",www.azheadstart.org,San Carlos,Arizona,85550,(928) 475-2740,,,
0013u00001T2q5mAAB,Arvac Head Start- Mena Center,Inactive Prospect,Onboarding,,,No,"Name, Website",arheadstart.org,Texarkana,Arkansas,71854,(646) 847-6619,,,
0013u00001hhwppAAA,Asfsc Early Head Start,Inactive Prospect,Onboarding,Free,,No,Name,www.salibacenter.org,DOTHAN,Alabama,36301,(334) 794-4929,Non-Target,,
0013u00001fA05wAAC,ASHE CO. HEAD START SIZEMORE CENTER,Inactive Prospect,Onboarding,,,No,Name,http://brocinc.com/html/sizemore.html,JEFFERSON,North Carolina,28640,13369032065,,,
0013u00001h0B1jAAE,Ashland Head Start Center,Inactive Prospect,Onboarding,,,No,Name,,Ashland,AL,36251,2562521122,,,
001PB00000L8pHSYAZ,Audubon area head start,Inactive Prospect,Onboarding,,,No,Name,,,Illinois,,(270) 686-3157,,,
0013u00001SLF2LAAX,Avance - San Antonio: Head Start - Vestal Elementary,Inactive Prospect,Onboarding,Free,,No,Name,www.AvanceSA.org,San Antonio,Texas,78221 2207,(210) 921-7000,,,
0013u00001OF1kvAAD,Avance Uvalde Head Start Center,Inactive Prospect,Onboarding,,,No,Name,https://www.facebook.com/,Uvalde,Texas,78801,830-278-3610,,,
0013u00001qm3UgAAI,AVCP Head Start Programs,Inactive Prospect,Onboarding,,,No,Name,www.avcp.org,Emmonak,Illinois,99581-0126,#ERROR!,Non-Target,,
0013u00001gNsfVAAS,AVCP Headstart Program,Inactive Prospect,Onboarding,,,No,Name,avcp.org,Bethel,Alaska,99559,9075437430,Non-Target,,
0013u00001ilIwPAAU,Avondale Head Start/Early Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",WWW.CHATTANOOGAHEADSTART.COM,CHATTANOOGA,Tennessee,37406,(423) 643-6500,,,
0013u00001HQTqCAAX,"Bad River Head Start, Inc.",Inactive Prospect,Onboarding,Free,,No,Name,www.badriver-nsn.gov,Odanah,Wisconsin,54861,(715) 682-7144,,,
0013u00001OHLzDAAX,Baldwyn Career Advancement Center,Inactive Prospect,Onboarding,,,No,Website,mapheadstart.org,Baldwyn,Mississippi,38824,6623651000,Non-Target,,
0013u00001VC6GdAAL,Baldwyn Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Mississippi,,16628916542,,,
001Rd00000HPtQyIAL,Barbara Flynn,Inactive Prospect,Onboarding,Free,,Yes,Website,https://www.picaheadstart.org/,Azusa,CA,91702,9097317080,,,
0013u00001ZQtYWAA1,BASIN HEAD START CENTER,Inactive Prospect,Onboarding,,,No,Name,,Lucedale,Mississippi,39452,601-947-8219,,,
0013u00001VRE9IAAX,Bassett Head Start/Don Julian,Inactive Prospect,Onboarding,,,No,Name,https://www.discoverchampions.com/our-locations/la-puente/ca/002977?utm_campaign=cp-lg&utm_source=yext&utm_medium=pro&utm_keyword=&utm_platform=&utm_matchtype=&utm_adgroupid=&utm_content=gmb&y_source=1_MTA0Mzc5MzQ1My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Hacienda Heights,California,91745,(626) 931-2900,,,
0013u00001SKAr9AAH,BBCF Head Start,Inactive Prospect,Onboarding,,,No,Name,,BUTLER,Alabama,36904,13343490330,,,
0013u00001VPwmbAAD,Bcmw Headstart,Inactive Prospect,Onboarding,,,No,Name,,Centralia,IL,62801,6185450180,,,
0013u00001byHosAAE,Beatty Avenue Head Start,Inactive Prospect,Onboarding,,,No,Name,http://www.ovesc.org/,CAMBRIDGE,Ohio,43725,(740) 439-3493,,,
0013u00001pCuvmAAC,Beaufort-Jasper EOC Head Start,Inactive Prospect,Onboarding,Free,,No,Name,thebjelc.org,Pineland,South Carolina,29934,18432557244,,,
0013u00001e5Pj4AAE,Beechnau Tuition-Based Preschool for 3 and 4 Year Olds,Inactive Prospect,Onboarding,,,No,Website,https://www.headstartprogram.us/,Ravenna,Michigan,49451,2318532645,,,
0013u00001fFkWRAA0,Ben Creek Head Start Center,Inactive Prospect,Onboarding,,,No,Name,coalfieldcap.org,Wharncliffe,West Virginia,25651,3046648927,,,
0013u00001W4s1iAAB,Benton Franklin Head Start,Inactive Prospect,Onboarding,,,No,Name,WWW.BFHS.NET,Pasco,Washington,99301-4351,(509) 544-9446,,,
001Rd000007BK4DIAW,BFDC Head Start,Inactive Prospect,Onboarding,,,No,Name,cadcok.org,,,,#ERROR!,,,
001PB00000JMW39YAH,BGC Early Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",https://www.bgcperry.com/headstart,Perry,Florida,32348,8508387850,,,
0013u00001bQ1TgAAK,BIG SANDY EARLY HEAD START,Inactive Prospect,Onboarding,,,No,Name,ovcdc.com,AUBERRY,California,93602,5598557510,,,
0013u00001cV5fTAAS,BILL HADDOCK CENTER HEAD START,Inactive Prospect,Onboarding,,,No,Name,bigfive.org,DURANT,Oklahoma,74701,5809244907,Non-Target,,
0013u00001VPuxyAAD,Billy J. McCain Head Start,Inactive Prospect,Onboarding,,,No,Name,,Mound Bayou,Mississippi,38762,6627193820,,,
0013u00001arnITAAY,Bishop sexton head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",www.stmarksheadstart.org,Brooklyn,New York,11233-3019,13478442644,,,
0013u00001e5njGAAQ,Blackfeet Early Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",http://www.headstartprogram.us/,Browning,Montana,59417,4063383991,,,
0013u00001VRrehAAD,Blackfeet Seville Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",blackfeetheadstart.org,Cut Bank,MT,59427,14063387370,,,
001PB00000V911TYAR,Blanche-Saucier Head Start,Inactive Prospect,Onboarding,,,No,Name,,,South Carolina,,(628) 328-6221,,,
0013u00001U7KNoAAN,Bluffview Head Start Center,Inactive Prospect,Onboarding,,,No,"Name, Website",https://headstart.siu.edu/program-and-services/,Caseyville,Illinois,62232,16184826955,,,
0013u00001nEQpkAAG,Bolivar County Head Start Center #1,Inactive Prospect,Onboarding,,,No,Name,,Cleveland,Mississippi,38732,(662) 846-1553,,,
0013u00001MXtHuAAL,Bon Secours Early head Start,Inactive Prospect,Onboarding,,,No,Name,http://Unknown,Baltimore,Maryland,21223,443-977-5815,,,
0013u00001QaEb3AAF,Bonner Springs Head Start,Inactive Prospect,Onboarding,Free,,No,Name,WWW.USD204.NET,BONNER SPRINGS,Kansas,66012,(913) 441-2828,Non-Target,,
0013u00001OGXlcAAH,Bossier Office Of Community Services Early Head Start - Bossier City LA Child Day Care - Type III,Inactive Prospect,Onboarding,,,No,Name,bocs.org,Benton,Louisiana,71006,(318) 741-1592,,,
001PB00000IliODYAZ,Boston Bell-Whitley Early Head Start Center,Inactive Prospect,Onboarding,,,No,Name,,Williamsburg,KY,40769,6067867100,Non-Target,,
0013u00001G8GBsAAN,Brad Walnut Ridge Early Child Development Center,Inactive Prospect,Onboarding,,,No,Website,https://www.bradkids.com/centers/walnut-ridge-early-head-start/,WALNUT RIDGE,Arkansas,72476,(870) 886-6088,,,
0013u00001RQEz0AAH,Braxton County Head Start,Inactive Prospect,Onboarding,,,No,Name,,,West Virginia,,3047657101,,,
001PB00000ZcVGRYA3,Breathitt County Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Kentucky,,,,,
001PB00000ZcVGQYA3,Breathitt County Head Start,Inactive Prospect,Onboarding,,,No,Name,,,Kentucky,,,,,
0013u00001P5dEHAAZ,BRIGHT MINDS CHILD CARE CENTER HEAD START,Inactive Prospect,Onboarding,,,No,Name,brightmindschildcarecenter.com,DETROIT,MI,48228,3139821150,,,
001Rd000008MfPiIAK,Brightpoint Head Start,Inactive Prospect,Onboarding,,,No,Name,http://www.mybrightpoint.org,Kendallville,IN,46755,(260) 349-9092,Multi-Site Child,,
0013u00001EcbeTAAR,BSR Head Start,Inactive Prospect,Onboarding,Inactive,,No,Name,bsrnation.com,Auberry,California,93602,5593740066,Single-Site,14,
0013u00001T2ssgAAB,Burchfield Head Start,Inactive Prospect,Onboarding,,,No,Name,freepreschools.org,Oneida,Tennessee,37841,14236269270,,,
0013u00001YXHUuAAP,Burnsville Headstart,Inactive Prospect,Onboarding,,,No,"Name, Website",WWW.MAPHEADSTART.ORG,Burnsville,Mississippi,38833,(662) 427-8883,,,
0013u00001oSUQKAA4,Butler County Head Start,Inactive Prospect,Onboarding,,,No,Name,http://www.bcesc.org/,Morgantown,Kentucky,42261,12705265624,,,
0013u00001MaTsoAAF,BVCAA Early Head Start Center,Inactive Prospect,Onboarding,,,No,Name,www.bvcaa.org,Bryan,Texas,77802 3055,19795952800,,,
001Rd000009zocDIAQ,C.E.F.S. Head Start 0-5 Program,Inactive Prospect,Onboarding,,,No,Name,cefseoc.org,SULLIVAN,Illinois,61951,(217) 342-2193,,,
0013u00001RSHZEAA5,CAA Head Start,Inactive Prospect,Onboarding,,,No,Name,caaofcc.org,LISBON,Ohio,44432,234-575-3504,,,
001Rd00000EU4e1IAD,CADA Head Start @ HCC,Inactive Prospect,Onboarding,Free,,No,Name,halifaxcc.edu,,North Carolina,,2525783388,Non-Target,,
0013u00001XAyNoAAL,Cada Hertford County Head Start / Ehs Center,Inactive Prospect,Onboarding,,,No,Name,https://nc-cada.org/,Ahoskie,North Carolina,27910,12525394155,,,
0013u00001s7ckOAAQ,CADC Head start,Inactive Prospect,Onboarding,,,No,Name,,Benton,Colorado,72019,501-467-5068,,,
0013u00001nEbOyAAK,Cannon Ball Center Head Start,Inactive Prospect,Onboarding,,,No,Name,standingrock.org,Cannon Ball,North Dakota,58528,7018543312,,,
0013u00001MGefdAAD,Canton Cheyenne Arapaho Head Start,Inactive Prospect,Onboarding,,,No,Name,WWW.C-A-TRIBES.ORG,CANTON,Oklahoma,73724,14054227632,,,
0013u00001Izb2GAAR,CAPE - Child's Paradise Early Head Start,Inactive Prospect,Onboarding,,,No,Name,http://www.capeevansville.org,Evansville,Indiana,47713,18127839293,,,
0013u000016rr7KAAQ,CAPE Inc.,Inactive Prospect,Onboarding,Free,,No,Website,capeheadstart.org,Dublin,CA,94568,(925)443-3434,,,
001Rd00000AG1K9IAL,Capital Park,Inactive Prospect,Onboarding,,,No,Website,http://www.cdcheadstart.org/,Columbus,OH,43224,6144165178,,,
001PB00000IocPaYAJ,CAPNEMO Headstarts & Early Headstarts,Inactive Prospect,Onboarding,,,No,Name,,,,,#ERROR!,,,
0013u00001ZQuFlAAL,CAPSLO - ATASCADERO HEAD START,Inactive Prospect,Onboarding,,,No,Name,capslo.org,ATASCADERO,CA,93422,8054662190,,,
0013u00001bNodMAAS,Capslo - Las Flores Migrant & Seasonal Head Start,Inactive Prospect,Onboarding,,,No,Name,www.capslo.org,Lompoc,California,93436,(805) 737-0451,,,
0013u00001s4oR2AAI,Card Headstart,Inactive Prospect,Onboarding,,,No,Name,https://www.cardcaa.org/,Coweta,Oklahoma,74429,19183645000,,,
0013u00001W0yxRAAR,Carolina Community action,Inactive Prospect,Onboarding,,,No,Website,https://abcquality.org/provider/2531/edgemoor-head-start/,Edgemoor,South Carolina,29712,8033665398,,,
0013u00001SLGhZAAX,Carry The Kettle Headstart,Inactive Prospect,Onboarding,Free,,No,Name,,,Alberta,,1306727-1080,,1,
001PB00000PuZr7YAF,Carver Head Start,Inactive Prospect,Onboarding,,,No,Name,https://schools.childcarenetwork.com/ga/mcdonough/4250-jodeco-road?utm_source=google&utm_medium=referral,Hamilton,Georgia,31811,7066284657,,,
0013u00001c1VVyAAM,CASE/Summers County Head Start Site,Inactive Prospect,Onboarding,,,No,Name,,Hinton,WV,25951,3044666016,,,
0013u00001YWSYqAAP,CASWELL COMMUNITY HEAD START,Inactive Prospect,Onboarding,,,No,Name,http://www.regionalcs.org,Graham,North Carolina,27253,(336) 694-5053,,,
0013u00001WTtC0AAL,Catholic Charities Head Start Baltimore City @ Lafayette Avenue,Inactive Prospect,Onboarding,,,No,Name,WWW.STEDWARDS.EDU,Baltimore,Maryland,21216,16676003783,,,
001Rd000002R7XKIA0,Catholic Charities Head Start Baltimore City At Nevada St.,Inactive Prospect,Onboarding,,,No,Name,cc-md.org,Baltimore,MD,21230,4106581700,,,
0013u00001MXtEIAA1,Catholic Charities St. John's Head Start,Inactive Prospect,Onboarding,,,No,Name,http://www.cc-doj.org,Joliet,Illinois,60435,(815) 722-6303,,,
0013u00001eZNA9AAO,Cay-Uma-Wa Head Start,Inactive Prospect,Onboarding,,,No,Name,,Pendleton,Oregon,97801,15414297836,Non-Target,,
0013u00001Xnb8RAAR,CCRR Head Start Empowerment Center,Inactive Prospect,Onboarding,,,No,Name,familiesfirstmn.org,Rochester,Minnesota,55901-0000,(507) 272-7582,,,
0013u00001eYHVhAAO,Cct head start,Inactive Prospect,Onboarding,,,No,Name,colvilletribes.com,Nespelem,Washington,99155,15096346091,,,
0013u00001apu31AAA,CDCFC - KING ARTS COMPLEX,Inactive Prospect,Onboarding,Free,,No,Website,cdcheadstart.org,COLUMBUS,Ohio,43203,6148962565,Non-Target,,
0013u00001Jw8pEAAR,CDI HEAD START,Inactive Prospect,Onboarding,,,No,Name,eokhs.org,Tahlequah,Oklahoma,74464,19187050827,Non-Target,,
0013u00001IELw7AAH,Cdi Head Start Serving North Texas Weatherford,Inactive Prospect,Onboarding,,,No,"Name, Website",ww.cdiheadstart.org,Weatherford,Texas,76086,(817)598-1289,,,
0013u00001ilJrqAAE,Cdi headstart,Inactive Prospect,Onboarding,,,No,Name,,,Florida,,18504615702,Non-Target,,
0013u00001WRh9xAAD,"CDI HS Serving Frederick & Clarke Counties, VA Poux Center",Inactive Prospect,Onboarding,,,No,Website,https://www.peopleinc.net/locations/frederick-county-head-start/,WINCHESTER,Virginia,22602,(540) 869-1558,,,
0013u00001fAGdiAAG,Center Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",http://http://centerheadstart.wix.com/centerheadstart,Center,Colorado,81125,(719) 754-3191,Non-Target,,
0013u00001W1nIyAAJ,Central KY Head Start,Inactive Prospect,Onboarding,,,No,Name,ckyhs.org,Bardstown,Kentucky,40004,12706922136,,,
0013u00001T3yYnAAJ,Central Montana Head Start,Inactive Prospect,Onboarding,,,No,"Name, Website",cmheadstart.org,Lewistown,Montana,59457,(406) 535-7751,Non-Target,,
0013u00001TmivnAAB,Central Tangipahoa Head Start - Independence LA Child Day Care - Type III,Inactive Prospect,Onboarding,,,No,"Name, Website",http://rccdc.org/Head-Start,Independence,Louisiana,70443,(985) 878-9856,,,
0013u00001HR3uTAAT,Central Tribes Of The Shawnee Area,Inactive Prospect,Onboarding,,,No,Website,www.ctsaheadstart.org,Shawnee,Oklahoma,74801-5200,(405) 275-4870,,,
0013u00001byIJ2AAM,Centralia Head Start,Inactive Prospect,Onboarding,,,No,Name,ochsinc.org,Buena Park,California,90620,(714) 228-9004,,,
001PB00000QhRFhYAN,Centro Headstart,Inactive Prospect,Onboarding,Free,,Yes,Name,,,Colorado,,2094845434,,,
0013u00001PwKwEAAV,CHANNING'S CHILD CARE ACADEMY HEAD START,Inactive Prospect,SaaS Only Activated,Inactive,,No,Name,https://www.channingschildcare.net/,CHICAGO,IL,60651,7734572990,Single-Site,40,
0013u00001RQ5BhAAL,Chattahoochee Head Start Academy,Inactive Prospect,Onboarding,,,No,Name,ecdcllc.org,Atlanta,Georgia,30318,(404) 792-2740,,,
