SF Link,Account Name,Status,Combined Activation Status,Brightwheel Plan,Monthly Spend,EC Customer,K12 Signal,Website,City,State,Zip,Phone,Customer Type,Active Students,Billing Active (L30D)
001PB00000OqYe6YAF,Iowa City Community School District - Gov Payer Account,Prospect,Onboarding,,,No,Name (District),http://www.iowaccrr.org/,Hills,Iowa,52235,(319) 688-1000 ext 2686,Government Payer,,
001Rd00000E6NLdIAN,Iroquois Point Elementary School,Prospect,Onboarding,,,No,Website,https://www.iroquois.k12.hi.us/,Ewa Beach,HI,96706,8084996500,,,
001PB00000PCUonYAH,James R. Savage Educational Center,Prospect,Onboarding,,,No,Website,https://www.norwood.k12.ma.us/willett/about-the-preschool,Norwood,Massachusetts,2062,(617) 642-4371,,,
001Rd000002CkKVIA0,Jessamine Early Learning Village,Prospect,Onboarding,,,No,Website,http://www.jessamine.k12.ky.us/school_home.aspx?schoolid=10,Wilmore,Kentucky,40390,18598875358,,,
001Rd00000AUOX5IAP,John G. Mattos Elementary School,Prospect,Onboarding,,,No,Website,http://mattos.fremont.k12.ca.us,Fremont,California,94536,5107931359,,,
001PB00000Q8fThYAJ,Joint Service Program School,Prospect,Onboarding,,,No,"Website, Contact Email",mishawaka.k12.in.us,Mishawaka,Indiana,46544,5742544528,,,
001PB00000M944ZYAR,Just Kids-Merchantville School,Prospect,Onboarding,,,No,Website,https://newbie.collingswood.k12.nj.us/,Merchantville,NJ,8109,(856) 768-8190,,,
001Rd000007eP6vIAE,K. U. S. D. #27-C. O. P. E.,Prospect,Onboarding,,,No,Website,http://www.kayenta.k12.az.us/,Kayenta,AZ,86033,9286972120,,,
001Rd00000DrU5QIAV,Kara Ernst,Prospect,Onboarding,,,No,Website,gtown.k12.oh.us,Georgetown,Ohio,46506,,,,
001Rd00000870MvIAI,"Karimi, Rouya",Prospect,Onboarding,,,No,Website,https://westfield.wusd.k12.ca.us/,Carmichael,CA,95608,9169578201,,,
001PB00000Q2uwpYAB,Kidango,Prospect,Onboarding,,,No,Contact Email,http://pio.mynhusd.org/,Union City,CA,94587,5103243512,,,
0013u00001JkmivAAB,Kiddie Academy,Prospect,Onboarding,Free,,No,Website,http://www.chino.k12.ca.us/Domain/38,Chino Hills,California,91709,(909) 529-6661,Enterprise,,
001PB00000OAgctYAD,KinderCare Education Champions LLC @ Dorothy Heights School,Prospect,Onboarding,,,No,"Website, Contact Email",http://sites.muscogee.k12.ga.us/dorothyheight/,Washington,District of Columbia,20011,(202) 706-0034,,,
0013u00001MKdHrAAL,L.I.T.T.L.E Children Growing Prek,Prospect,Onboarding,,,No,"Website, Contact Email",http://www.pulaski.k12.ga.us/schools/l-i-t-t-l-e-children-growing/,Hawkinsville,Georgia,31036-5150,(478)783-7205,,,
001PB00000b0QIBYA2,Laingsburg Community Schools,Prospect,Onboarding,,,No,"Website, Contact Email",laingsburg.k12.mi.us,,Michigan,,251-979-7220,,,
001PB00000Q3UAgYAN,Laker After School Educational Resource-East,Prospect,Onboarding,,,No,Contact Email,https://www.facebook.com/eastcalloway/,Murray,Kentucky,42071,(270) 762-7345,,,
001PB00000YaWIkYAN,Lakeside School District,Prospect,Onboarding,Free,,Yes,Name (District),,,,,#ERROR!,,,
001PB00000PEeFMYA1,Lasalle Elementary School,Prospect,Onboarding,,,No,Contact Email,https://www.facebook.com/SCMGrowingTogetherPreschool/,Mishawaka,Indiana,46544,5742544800,,,
0013u000018rRK7AAM,LCSD,Prospect,Onboarding,,,No,"Website, Contact Email",lincoln.k12.or.us,Waldport,Oregon,97394,5419925571,,,
001Rd000009uwnJIAQ,Learn-N-Play Hernwood Elementary School,Prospect,Onboarding,,,No,Website,bcps.k12.md.us,Randallstown,MD,21133,4437047804,,,
001PB00000YeYFVYA3,LEUSD WILDOMAR STATE PRESCHOOL,Prospect,Onboarding,,,No,"Website, Contact Email",WWW.LEUSD.K12.CA.US,Lake Elsinore,California,92580,#ERROR!,,,
001PB00000GszYLYAZ,Liholiho Elementary School,Prospect,Onboarding,,,No,Website,https://www.honouliuli.k12.hi.us/,Honolulu,Hawaii,96816-2138,808-256-3172,,,
0013u00001IDgWJAA1,Little Bulldog Childcare and Learning Center,Prospect,Onboarding,Free,,No,Website,http://www.mflmarmac.k12.ia.us/schools/smith-and-bulldog-childcare/,Monona Ia,Iowa,52159,15635394966,,,
001PB00000OAbTZYA1,"Little Knights Childcare Center, The",Prospect,Onboarding,,,No,Website,fisher.k12.mn.us,Fisher,Minnesota,56723,2188914105,,,
001PB00000UFx6XYAT,Little Lighthouse Head Start Center,Prospect,Onboarding,,,No,Website,http://mathews.k12.va.us/,Mathews,VA,23109,8047250627,,,
001PB00000JRLblYAH,MADISON PRE-K,Prospect,Onboarding,,,No,Website,http://www.madison-lake.k12.oh.us/10/Home,Madison,OH,44057,4404282166,,,
001PB00000KhSSDYA3,Magic Moments,Prospect,Onboarding,,,No,Website,fayette.k12.in.us,,Indiana,,7658270191,,,
0013u00001SLtXNAA1,Maricopa Unified School District,Prospect,Onboarding,,,No,Name (District),musd.email,Maricopa,California,93252,661-769-8231,,,
001PB00000M8qhVYAR,Marshall Elementary School,Prospect,Onboarding,,,No,Website,http://www.fowler.k12.ca.us,Fowler,California,93625,5598346120,,,
001Rd000005DfDqIAK,Martin Luther King School Alt,Prospect,Onboarding,,,No,Website,https://www.garycsc.k12.in.us,Gary,IN,46409,2199632085,,,
001PB00000PuZMWYA3,Mckinley Neighborhood School Center,Prospect,Onboarding,,,No,Website,https://www.dps.k12.oh.us/schools/roosevelt-elementary/,Dayton,OH,45417,9375425340,,,
001Rd00000HJv8VIAT,Mentone Elementary School,Prospect,Onboarding,,,No,Website,http://www.tvsc.k12.in.us/,Mentone,IN,46539,5745982590,,,
001Rd00000HJv8WIAT,Mentone Elementary School,Prospect,Onboarding,,,No,Website,http://www.tvsc.k12.in.us/,Mentone,IN,46539,5743537465,,,
001PB00000M7CfnYAF,Midland Preschool,Prospect,Onboarding,,,No,Website,http://www.midland.k12.ar.us,FLORAL,Arkansas,72534,(501) 345-2613,,,
001Rd000002TUjDIAW,Millennium High Alternative,Prospect,Onboarding,,,No,"Website, Contact Email",piedmont.k12.ca.us,Piedmont,California,94611,5105942703,,,
001PB00000Q6ZnNYAV,Milwaukee Public Schools,Prospect,Onboarding,,,No,"Website, Contact Email",mps.milwaukee.k12.wi.us,Milwaukee,Wisconsin,53209-4055,(414) 393-2850,,,
001PB00000MSDTtYAP,Modoc Early Head Start,Prospect,Onboarding,,,No,"Website, Contact Email",modoccoe.k12.ca.us,Alturas,California,96101,15302337192,,,
001PB00000OAtrsYAD,Montague District/State Preschool,Prospect,Onboarding,,,No,Name (District),https://agnew.santaclarausd.org/,Santa Clara,California,95054,(408) 423-1915,,,
001PB00000OAhfOYAT,Montgomery County Schools,Prospect,Onboarding,,,No,Contact Email,https://www.mcboe.net/,Mount Vernon,Georgia,30445,14789224464,,,
001PB00000ZiaekYAB,Morrilton Primary ABC,Prospect,Onboarding,Free,,No,Contact Email,https://mes.sccsd.org/o/mes/page/about-us,Morrilton,Arkansas,72110,5013549423,,21,
001PB00000M8ionYAB,Mountain View Elementary School,Prospect,Onboarding,,,No,Website,clovisusd.k12.ca.us,Fresno,California,93720,5593277500,,,
001Rd00000FQO1FIAX,Mullen-Hall,Prospect,Onboarding,,,No,Website,https://www.falmouth.k12.ma.us,Falmouth,MA,2540,5085480220,,,
001Rd0000086nmEIAQ,Na,Prospect,Onboarding,,,No,"Website, Contact Email",baldwin.k12.ga.us,,Georgia,,19802102996,,,
001Rd000002Qtz1IAC,Nettle Creek School Corporation,Prospect,Onboarding,,,No,"Website, Contact Email",nettlecreek.k12.in.us,,Indiana,,7659693369,,,
001Rd000005DfDrIAK,New Tech Innovative Institute,Prospect,Onboarding,,,No,Website,https://www.garycsc.k12.in.us,Gary,IN,46409,2199632901,,,
0013u00001SJdDGAA1,NMPreK-P Mount Taylor Elementary,Prospect,Onboarding,,,No,"Website, Contact Email",http://mesa-view.gccs.k12.nm.us/,Grants,New Mexico,87020,(505) 285-2740,,,
001Rd00000872lGIAQ,NMPreK-P Nina Otero Community School,Prospect,Onboarding,,,No,Contact Email,https://amybiehl.sfps.info/,Santa Fe,New Mexico,87507,(505) 467-2547,,,
001Rd00000870MuIAI,"Norouzi, (Shahin) Ehteram",Prospect,Onboarding,,,No,Website,https://westfield.wusd.k12.ca.us/,Carmichael,CA,95608,2097405102,,,
001PB00000anq5ZYAQ,North Harrison R3 School District,Prospect,Onboarding,,,No,Name (District),nhr3.net,,Missouri,,116608675221,,,
001PB00000Q3sMgYAJ,North Main Street School,Prospect,Onboarding,,,No,Contact Email,yourymca.org,Monroe,New York,10950,8454606800,,,
001PB00000OClN8YAL,Oakfield Child Development Center,Prospect,Onboarding,,,No,"Website, Contact Email",WWW.OAKFIELD.K12.WI.US,CLEVELAND,Ohio,44105,(216) 341-4759,,,
001PB00000KH1YsYAL,Obama School Of Career And Technical Education,Prospect,Onboarding,,,No,Website,milwaukee.k12.wi.us,Milwaukee,WI,53209,4144758002,,,
001PB00000Zwt3FYAR,Olathe School District,Prospect,Onboarding,,,No,Name (District),,,Missouri,,#ERROR!,,,
001Rd000004X0TfIAK,Oscar Patterson Early Education Center,Prospect,Onboarding,,,No,Website,https://patterson.bay.k12.fl.us/,Panama City,Florida,32401,(850) 872-7550,,,
001Rd000004X0TgIAK,Oscar Patterson Early Education Center,Prospect,Onboarding,,,No,Website,https://patterson.bay.k12.fl.us/,Panama City,FL,32401,8508189003,,,
001Rd000006vaPtIAI,Owingsville School Age Child Care,Prospect,Onboarding,,,No,Website,bath.k12.ky.us,Owingsville,Kentucky,40360,(606) 674-2722,,,
001Rd0000086mYRIAY,P. U. S. D. #11-Sun Valley Early Childhood Ctr For,Prospect,Onboarding,,,No,Website,peoriaud.k12.az.us,PEORIA,AZ,85345,6234866465,,,
001Rd00000AGBGHIA5,P.U.S.D.#11 - Ira A. Murphy Eccel,Prospect,Onboarding,,,No,"Website, Contact Email",peoriaud.k12.az.us,PEORIA,Arizona,85345,(623) 412-4475,,,
001Rd00000DrFo4IAF,Parklake Academy,Prospect,Onboarding,,,No,Website,www.smokerisees.dekalb.k12.ga.us,Tucker,Georgia,30084,6788743602,,,
001PB00000Q2tciYAB,Parkside Elem,Prospect,Onboarding,,,No,Contact Email,www.family-ymca.org/,Fredericksburg,VA,22407,5407105190,,,
001Rd0000086tN4IAI,Parkview Elementary School,Prospect,Onboarding,,,No,Website,https://cfsd.chipfalls.k12.wi.us/schools/parkview/,Chippewa Falls,WI,54729,7157203750,,,
001Rd0000086tN3IAI,Parkview Elementary School,Prospect,Onboarding,,,No,Website,https://cfsd.chipfalls.k12.wi.us/schools/parkview/,Chippewa Falls,WI,54729,7157263750,,,
001Rd000008QFlBIAW,Peoria AM/PM Recreation Program @ Oakwood,Prospect,Onboarding,,,No,Website,peoriaud.k12.az.us,Peoria,AZ,85381,6237641120,,,
001PB00000ZcqsgYAB,Perris Elementary School District,Prospect,Onboarding,,,No,Name (District),perrisesd.org,Perris,California,92570,951-657-1441,,,
001Rd000002TUjEIAW,Piedmont Preschool,Prospect,Onboarding,,,No,"Website, Contact Email",piedmont.k12.ca.us,Piedmont,California,94611,5105942892,,,
001Rd00000HJvf8IAD,Pike Early Childhood Program - College Park Elementary,Prospect,Onboarding,,,No,Website,pike.k12.in.us,Indianapolis,IN,46254,3173477424,,,
001PB00000Q2qlAYAR,Plymouth High School,Prospect,Onboarding,,,No,"Website, Contact Email",https://www.plymouth.k12.wi.us/schools/com/childcare.html,Plymouth,Wisconsin,53073,9208936911,,,
001PB00000aWKQHYA4,Port Jervis City School District,Prospect,Onboarding,,,No,Name (District),pjschools.org,,New York,,858583100,,,
0011I00000EFmh6QAD,Poway Unified School District,Prospect,Onboarding,,,No,Name (District),powayusd.com,SAN DIEGO,California,91945,#ERROR!,,,
001Rd000006Dc0nIAC,Prairie Farm School District Cub Care,Prospect,Onboarding,,,No,"Website, Name (District)",prairiefarm.k12.wi.us,Prairie Farm,WI,54762,7154551016,,,
001Rd00000GcdoxIAB,Putnam County High School,Prospect,Onboarding,,,No,"Website, Contact Email",https://pchs.putnam.k12.ga.us/,Eatonton,Georgia,31024,(706) 485-3262,,,
001Rd00000GcdoyIAB,Putnam County High School,Prospect,Onboarding,,,No,Website,https://pchs.putnam.k12.ga.us/,Eatonton,GA,31024,7064859971,,,
001PB00000PC7IgYAL,RCPS,Prospect,Onboarding,,,No,Contact Email,https://www.bgchr.org/,Rockingham,Virginia,22801,5404381965,,,
001Rd000002RNPCIA4,Redlands Adult,Prospect,Onboarding,,,No,Contact Email,http://www.redlandsusd.net/ras,Redlands,California,92373,9097486930,,,
001Rd000002RNPBIA4,Redlands Eacademy,Prospect,Onboarding,,,No,Contact Email,http://www.redlandsusd.net/rea,Redlands,California,92374,9097486941,,,
001PB00000KGm0QYAT,Riley Elementary,Prospect,Onboarding,,,No,Website,https://mps.milwaukee.k12.wi.us/schools/river-trail-school.htm,Milwaukee,WI,53207,4149027100,,,
001PB00000Q2qlBYAR,Riverview Middle School,Prospect,Onboarding,,,No,Contact Email,childcarecenter.us,Plymouth,WI,53073,9208924353,,,
001PB00000PvDztYAF,ROCKY POINT PRIMARY SCHOOL-PRESCHOOL,Prospect,Onboarding,,,No,"Website, Contact Email",https://www.pender.k12.nc.us/o/cfpe/,Burgaw,North Carolina,28425,(910) 259-7603,,,
001PB00000PvDzsYAF,Rocky Point Primary School-Preschool,Prospect,Onboarding,,,No,Website,https://www.pender.k12.nc.us/o/cfpe/,Burgaw,North Carolina,28425,(910) 259-7603,,,
001PB00000PuZMVYA3,Roosevelt Elementary School,Prospect,Onboarding,,,No,Website,https://www.dps.k12.oh.us/schools/roosevelt-elementary/,Dayton,Ohio,45417,9372281263,,,
001PB00000Xmw3ZYAR,Russellville School District,Prospect,Onboarding,,,No,Name (District),rsdk12.net,Russellville,Arkansas,72801,4799676025,,,
001Rd000008n4sKIAQ,San Andreas Center,Prospect,Onboarding,,,No,Contact Email,https://www.sbcusd.com/district_offices/student_services/enrollment/preschool,Highland,California,92346,9093862509,,,
001Rd000004dX1pIAE,San Mateo County Community College District,Prospect,Onboarding,,,No,Name (District),skylinecollege.edu,San Bruno,California,94066,(650) 738-7071,,,
001PB00000asWPfYAM,San Mateo County Community College District,Prospect,Onboarding,,,No,Name (District),,San Mateo,California,94402,6505746279,,,
001PB00000KGQj7YAH,Sargent School Superintendent,Prospect,Onboarding,,,No,Website,http://www.sargent.k12.co.us/,Monte Vista,CO,81144,7198524023,,,
001PB00000YGekKYAT,scesd,Prospect,Onboarding,Free,,No,"Website, Contact Email",scesd.k12.or.us,,Oregon,,(541) 297-5536,,,
001PB00000Y0GPQYA3,school district 6 cdc,Prospect,Onboarding,,,No,Name (District),spart6.org,Moore,South Carolina,29369,(864) 680-1247,,,
001Rd000002dqVTIAY,Seminole High School,Prospect,Onboarding,Free,,No,"Website, Contact Email",http://www.scps.k12.fl.us,Sanford,Florida,32773,4703138622,,,
001PB00000adeCAYAY,South Point Elementary School,Prospect,Onboarding,,,No,"Website, Contact Email",http://www.southpoint.k12.oh.us/southpointelementary_home.aspx,South Point,OH,45680,7403772756,,,
001Rd000009PmcAIAS,St Francis Xavier Early Education Center,Prospect,Onboarding,,,No,"Website, Contact Email",http://www.xavier.pvt.k12.ia.us/,Dyersville,Iowa,52040,(563) 875-7376,,,
001Rd000006ujpVIAQ,St James Early Childhood,Prospect,Onboarding,,,No,Website,http://www.stjames.k12.mn.us/,Saint James,Minnesota,56081-0509,(507)375-3321,,,
001PB00000VP6tFYAT,St. Mary's School Childcare,Prospect,Onboarding,Free,,No,Website,http://www.stmarypc.k12.ok.us/,Ponca City,Oklahoma,74601,#ERROR!,,5,
001PB00000TcnezYAB,Strasburg School District,Prospect,Onboarding,Free,,No,Name (District),strasburg31j.com,,Colorado,,303-622-9215,,1,
001Rd0000093qMiIAI,Sudbury Integrated Preschool,Prospect,Onboarding,,,No,"Website, Contact Email",sudbury.k12.ma.us,Sudbury,Massachusetts,1776,9786393204,,,
001PB00000Jcyt4YAB,Summitville Elementary School,Prospect,Onboarding,,,No,Website,http://summitville.mgusc.k12.in.us/,Summitville,IN,46070,7655362875,,,
001Rd000007SeRYIA0,Sun Community School - Gordon Russell Middle School - Gresham OR School Age Program,Prospect,Onboarding,,,No,"Website, Contact Email",gresham.k12.or.us,Gresham,Oregon,97080,(503) 367-3974,,,
001Rd0000086mYQIAY,Sun Valley Elementary School,Prospect,Onboarding,,,No,Website,peoriaud.k12.az.us,Peoria,AZ,85345,6234124825,,,
001Rd00000D38b4IAB,Taneyville School,Prospect,Onboarding,,,No,"Website, Contact Email",taneyville.k12.mo.us,Taneyville,MO,65759,417-546-5803,,,
001PB00000Z2DGOYA3,Tappahannock Elementary Public School,Prospect,Onboarding,,,No,"Website, Contact Email",essex.k12.va.us,,Virginia,,(804) 246-4469,,,
001PB00000HqJ9dYAF,Tuskahoma Savages Daycare,Prospect,Onboarding,Free,,Yes,"Website, Contact Email",tuskahoma.k12.ok.us,Tuskahoma,Oklahoma,74574,918 569 7737,,1,
001PB00000QOnOpYAL,Two Rivers Public School- Lighthouse State testing,Prospect,Onboarding,Free,,Yes,"Website, Contact Email",https://www.trschools.k12.wi.us/schools/lighthouse/,Two Rivers,Wisconsin,54241,9206393429,,,
001PB00000PufmwYAB,Two Rivers School District,Prospect,Onboarding,,,No,Name (District),https://www.facebook.com/TwoRiversSchoolDistrict/,Ola,AR,72853,8332728773,,,
0013u000014UwcaAAC,Verona Area School District,Prospect,Onboarding,Free,,No,"Website, Contact Email, Name (District)",verona.k12.wi.us,Verona,Wisconsin,53593,608-712-9697,Single-Site,,
001PB00000Tfkm9YAB,Volusia County School,Prospect,Onboarding,Free,,Yes,"Website, Contact Email",volusia.k12.fl.us,Orange City,Florida,32763,3868981018,,,
001PB00000M8uOXYAZ,Waterford School District,Prospect,Onboarding,Free,,No,Name (District),wsdmi.org,,Michigan,,248-738-4794,,,
001Rd00000DIEZiIAP,West Bloomfield School District,Prospect,Onboarding,,,No,Name (District),,West Bloomfield,MI,48324,2488656485,,,
0013u00001PwH2sAAF,West Branch Community Schools,Prospect,Onboarding,,,No,"Website, Contact Email",west-branch.k12.ia.us,West Branch,Iowa,52358,(319) 643-7211,,,
001Rd00000APkbNIAT,Wyandotte Public Schools Early Childhood Center,Prospect,Onboarding,Free,,No,Contact Email,https://ecc.wyandotte.org/,Wyandotte,Michigan,48192,(734) 759-5700,,1,
001Rd00000Ah8xRIAR,YMCA-SOUTH CITY BRANCH-BAYLESS ELEMENTARY,Prospect,Onboarding,,,No,Contact Email,https://www.gwrymca.org/locations/south-city-family-ymca,ST LOUIS,Missouri,63123-5722,3142568608,,,
0013u00001e5Y15AAE,Fairfield District Sandbox Site,Inactive Prospect,Onboarding,Free,$0.00,No,Name (District),,,CALIFORNIA,,555-555-5555,Multi-Site Child,3,
001Rd00000Dgrq2IAB,(ATTN: Instructional Services)-Keppel Union School District,Inactive Prospect,Onboarding,,,No,"Website, Contact Email, Name (District)",keppel.k12.ca.us,Littlerock,CA,93543,6612621138,,,
0013u00001nGhXbAAK,5. York Center Park District,Inactive Prospect,Onboarding,,,No,Name (District),https://ycpdfun.myrec.com/info/activities/program_details.aspx?ProgramID=30012,Lombard,Illinois,60148,6306290886,,,
001PB00000GIgkLYAT,<Sent from Intercom>,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",moraga.k12.ca.us,Moraga,California,94556,201-463-7100,,,
0013u000018obiiAAA,<Sent from Intercom>,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",alta-aurelia.k12.ia.us,,,,712-229-7098,Non-Target,,
0013u00001NPYEbAAP,#NAME?,Inactive Prospect,Onboarding,Free,,No,"Website, Name (District)",http://wilmot.k12.sd.us/,#NAME?,South Dakota,572790100,6059384647,,5,
0013u00001VSMfJAAX,[Merged] Superior School District - Location 2,Inactive Prospect,Onboarding,,,No,Name (District),,,,,,,,
0013u00001VSMfKAAX,[Merged] Superior School District - Location 3,Inactive Prospect,Onboarding,,,No,Name (District),,,,,,Multi-Site Child,,
0013u00001VSMfLAAX,[Merged] Superior School District - Location 4,Inactive Prospect,Onboarding,,,No,Name (District),,,,,,Multi-Site Child,,
0013u00001VSMfMAAX,[Merged] Superior School District - Location 5,Inactive Prospect,Onboarding,,,No,Name (District),,,,,,Multi-Site Child,,
0013u00001VSMinAAH,[Merged] Superior School District - Location 6,Inactive Prospect,Onboarding,,,No,Name (District),,,,,,Multi-Site Child,,
0013u00001Tx0pOAAR,[South] Bozeman Montessori,Inactive Prospect,Onboarding,Free,,No,Website,https://www.gfps.k12.mt.us/content/hands-program,Great Falls,MONTANA,59405,406-600-8098,Multi-Site Child,,
001Rd000002RriEIAS,ABSS,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",abss.k12.nc.us,Mebane,North Carolina,27302,13369645342,,,
0013u00001NOYinAAH,ACADIA PARISH SCHOOL SYSTEM,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",www.acadia.k12.la.us,Crowley,Louisiana,70526-4163,(337) 783-6377,,,
0013u00001MYOLGAA5,Ada Givens Preschool,Inactive Prospect,Onboarding,,,No,"Website, Contact Email",https://www.mcsd.k12.ca.us/MCSDPreschool/Class/22-Ada-Givens-Preschool,MERCED,California,95340,(209) 385-6378,,,
